task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",13,8.17779,29893,"[-2.223355293273926, 1.4907459020614624]","[-1.3397037982940674, 0.6030782461166382]",8517,"[0.8398505449295044, 3.802567958831787]","[-0.4653324484825134, -0.9769518375396729]",-11.730608,-9.053441,intuitive,False,-23.461216,-18.106882,intuitive,False,-13.9383135,-10.875108,intuitive,False,8.418892,23747,"[-0.7081592082977295, 2.878965139389038]","[-1.9800180196762085, 1.0659373998641968]",21406,"[-0.4187048375606537, 7.035744667053223]","[2.122872829437256, 0.7651717066764832]",-11.011921,-8.344902,intuitive,False,-22.023842,-16.689804,intuitive,False,-12.477543,-12.188088,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",14,8.292343,31226,"[-2.679804801940918, 1.6876928806304932]","[2.19638729095459, 1.1662901639938354]",13590,"[0.5204769372940063, 3.3180437088012695]","[1.112384557723999, 1.3574447631835938]",-12.049501,-9.691729,intuitive,False,-24.099003,-19.383457,intuitive,False,-14.677853,-11.4775715,intuitive,False,7.8743043,26735,"[-1.2633247375488281, 2.998152732849121]","[-1.186326503753662, -1.8979512453079224]",14164,"[0.26106134057044983, 6.813009262084961]","[1.4410396814346313, 2.854764223098755]",-11.116134,-8.085369,intuitive,False,-22.232267,-16.170738,intuitive,False,-13.015757,-11.491371,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",15,6.689585,26980,"[-1.358769416809082, 2.077057123184204]","[2.6060376167297363, 3.3963310718536377]",8406,"[1.018333077430725, 3.8019070625305176]","[4.98869514465332, 4.829150199890137]",-11.254599,-9.213164,intuitive,False,-22.509197,-18.426329,intuitive,False,-13.610124,-11.233021,intuitive,False,7.7450776,29091,"[-1.5552705526351929, 2.061870813369751]","[-3.090498208999634, 2.1952919960021973]",12188,"[0.7106478214263916, 7.716746807098389]","[-0.29136213660240173, 2.144196033477783]",-11.923239,-7.6138296,intuitive,False,-23.846478,-15.227659,intuitive,False,-13.579289,-11.313372,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",16,4.678566,14860,"[0.2722463607788086, 3.2545852661132812]","[1.663094401359558, 2.4750916957855225]",620,"[3.5253751277923584, 5.5130085945129395]","[-1.1732856035232544, 2.224647045135498]",-10.27526,-7.5289254,intuitive,False,-20.55052,-15.057851,intuitive,False,-12.709775,-9.456646,intuitive,False,6.656251,31206,"[-2.5412404537200928, 2.6697425842285156]","[0.07043706625699997, 1.7931716442108154]",13339,"[0.5336610078811646, 7.699192047119141]","[0.6053807139396667, 2.8119254112243652]",-12.180364,-7.9084625,intuitive,False,-24.360727,-15.816925,intuitive,False,-14.75783,-11.682928,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",17,5.5930824,6585,"[1.012773871421814, 4.036283016204834]","[1.1745905876159668, 2.589710235595703]",1249,"[2.6012332439422607, 6.067047595977783]","[2.345005750656128, 1.0903856754302979]",-9.400756,-7.598774,intuitive,False,-18.801512,-15.197548,intuitive,False,-11.342345,-9.753885,intuitive,False,3.9292703,29729,"[-2.0213189125061035, 3.092731475830078]","[0.9318954348564148, -0.6582059860229492]",10475,"[0.7101715207099915, 7.8384246826171875]","[1.5414702892303467, 1.6391898393630981]",-13.162461,-8.575919,intuitive,False,-26.324923,-17.151838,intuitive,False,-15.006341,-12.27485,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",18,4.388767,3032,"[1.4156196117401123, 4.555769443511963]","[0.7000762224197388, 8.074610710144043]",362,"[3.3805699348449707, 6.031871318817139]","[1.6182868480682373, 3.443286657333374]",-8.883774,-7.357975,intuitive,False,-17.767548,-14.71595,intuitive,False,-11.041003,-9.076054,intuitive,False,4.026946,27608,"[-1.6621427536010742, 2.712514638900757]","[-0.11525186896324158, 3.826040744781494]",6332,"[1.0911952257156372, 7.930973529815674]","[0.694506824016571, 5.42456579208374]",-12.8134,-8.19188,intuitive,False,-25.6268,-16.38376,intuitive,False,-14.477851,-11.724513,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",19,1.2400078,3700,"[1.4901716709136963, 6.7931036949157715]","[-0.9774753451347351, 9.39380168914795]",436,"[3.5366265773773193, 6.4513044357299805]","[3.5977206230163574, 7.655435562133789]",-9.253996,-8.567551,intuitive,False,-18.507992,-17.135101,intuitive,False,-13.833008,-11.786552,intuitive,False,3.340972,26787,"[-1.5332497358322144, 3.8122942447662354]","[-1.4978728294372559, 1.242823839187622]",5590,"[1.183670997619629, 8.959171295166016]","[-1.5691112279891968, 3.0939464569091797]",-12.446352,-7.8532677,intuitive,False,-24.892704,-15.706535,intuitive,False,-14.676049,-11.959128,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",20,1.4286014,5483,"[0.983721911907196, 9.266135215759277]","[11.237056732177734, 11.737462997436523]",189,"[4.482659816741943, 8.296160697937012]","[8.767802238464355, 7.631363868713379]",-8.41738,-7.26443,intuitive,False,-16.83476,-14.52886,intuitive,False,-14.588488,-11.08955,intuitive,False,2.3930984,28069,"[-1.787520408630371, 3.8571367263793945]","[-0.9649020433425903, 2.815884590148926]",9589,"[0.6002410650253296, 9.15389347076416]","[1.8988966941833496, 4.123462200164795]",-12.966559,-8.479136,intuitive,False,-25.933119,-16.958273,intuitive,False,-15.82857,-13.440809,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",21,1.9461854,177,"[4.773941993713379, 11.95029067993164]","[0.41590946912765503, 9.97133731842041]",40,"[7.002728462219238, 9.737883567810059]","[16.019840240478516, 2.492652654647827]",-5.576406,-5.355624,intuitive,False,-11.152812,-10.711248,intuitive,False,-10.253979,-8.025192,intuitive,False,2.342212,28442,"[-1.858406662940979, 4.30750846862793]","[0.7326141595840454, 3.37610125541687]",6342,"[1.0829015970230103, 9.405827522277832]","[4.547859191894531, 4.6200714111328125]",-15.53265,-8.528265,intuitive,False,-31.0653,-17.05653,intuitive,False,-16.414766,-13.473457,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",22,2.739597,334,"[4.249999046325684, 14.068365097045898]","[7.996161937713623, 11.91635799407959]",4,"[11.726973533630371, 9.225200653076172]","[1.7671444416046143, 9.405086517333984]",-7.073448,-5.0734506,intuitive,False,-14.146896,-10.146901,intuitive,False,-10.345559,-2.8685846,intuitive,False,1.7577032,24386,"[-1.4061479568481445, 4.822751998901367]","[-0.2103697955608368, 5.239602565765381]",1241,"[2.284001350402832, 9.765609741210938]","[-0.47010982036590576, 4.954354286193848]",-14.8493595,-7.9825206,intuitive,False,-29.698719,-15.965041,intuitive,False,-16.005064,-12.314915,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",23,2.9973392,106,"[6.089049339294434, 15.862812042236328]","[3.7395715713500977, 8.312498092651367]",6,"[11.102152824401855, 10.938126564025879]","[2.440666675567627, 1.7097842693328857]",-5.1725674,-4.61549,intuitive,False,-10.345135,-9.23098,intuitive,False,-8.4887085,-3.4756055,intuitive,False,1.6417124,25193,"[-1.3352330923080444, 5.8619818687438965]","[0.9033243656158447, 3.648808240890503]",2162,"[1.981328010559082, 10.275368690490723]","[-0.06629607826471329, 2.175163507461548]",-14.344328,-8.022747,intuitive,False,-28.688656,-16.045494,intuitive,False,-16.109182,-12.792622,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",24,2.4572084,76,"[6.5315070152282715, 16.774707794189453]","[0.22215037047863007, 2.7063584327697754]",8,"[10.655539512634277, 10.712981224060059]","[2.66107439994812, 7.389537334442139]",-4.8759146,-4.6554556,intuitive,False,-9.751829,-9.310911,intuitive,False,-8.132427,-4.0083942,intuitive,False,1.5138847,22118,"[-1.0163711309432983, 6.24465274810791]","[-0.8177270889282227, 6.003993034362793]",2408,"[1.8021436929702759, 9.855074882507324]","[-0.48232924938201904, 1.2808043956756592]",-14.195123,-8.499717,intuitive,False,-28.390245,-16.999434,intuitive,False,-16.116886,-13.298371,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",25,1.8181322,82,"[6.2173638343811035, 16.529796600341797]","[3.0094640254974365, 11.586512565612793]",8,"[10.642491340637207, 11.819567680358887]","[6.131711959838867, 5.636650562286377]",-4.983963,-3.8763733,intuitive,False,-9.967926,-7.7527466,intuitive,False,-8.886268,-4.461139,intuitive,False,1.1159842,22571,"[-1.1210834980010986, 7.12572717666626]","[-1.0207031965255737, 1.0407426357269287]",2893,"[1.5987576246261597, 9.516491889953613]","[1.5922269821166992, 3.8187766075134277]",-13.920676,-9.0313835,intuitive,False,-27.841352,-18.062767,intuitive,False,-16.783895,-14.064054,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",26,1.6324444,80,"[6.448360919952393, 17.9258975982666]","[1.993891716003418, 7.162169456481934]",5,"[11.278369903564453, 12.61149787902832]","[0.12107478827238083, 3.3065881729125977]",-4.6935067,-2.7836587,intuitive,False,-9.387013,-5.5673175,intuitive,False,-8.827549,-3.997539,intuitive,False,0.31640756,23258,"[-1.2615054845809937, 6.753303050994873]","[0.611404538154602, 1.5933408737182617]",2046,"[1.8295707702636719, 9.84664249420166]","[1.1473619937896729, -2.3124146461486816]",-12.34322,-8.984042,intuitive,False,-24.68644,-17.968084,intuitive,False,-17.664915,-14.573839,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",27,1.8311952,68,"[6.56950044631958, 18.64801788330078]","[4.114502906799316, 7.6204657554626465]",6,"[10.79937744140625, 12.72722053527832]","[6.743757724761963, 5.330412864685059]",-4.2473063,-2.6225731,intuitive,False,-8.494613,-5.2451463,intuitive,False,-8.382781,-4.152904,intuitive,False,0.3162811,21937,"[-1.1102701425552368, 6.801076889038086]","[0.80242520570755, -0.23693442344665527]",1801,"[1.9357025623321533, 8.75621223449707]","[0.6641297936439514, -1.0721992254257202]",-12.15914,-9.390899,intuitive,False,-24.31828,-18.781797,intuitive,False,-17.847609,-14.801637,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",28,0.7785535,49,"[7.066532611846924, 19.019132614135742]","[2.484689474105835, 6.121092319488525]",4,"[11.611903190612793, 13.098639488220215]","[2.0212855339050293, 9.12806224822998]",-4.4502335,-2.4113154,intuitive,False,-8.900467,-4.822631,intuitive,False,-8.882751,-4.337381,intuitive,False,0.33577493,19684,"[-0.9145272970199585, 6.279951095581055]","[-0.2527064085006714, 0.6481268405914307]",1545,"[1.9448579549789429, 7.97188663482666]","[0.7311908602714539, 2.333723306655884]",-11.830349,-9.602901,intuitive,False,-23.660698,-19.205803,intuitive,False,-17.409212,-14.549828,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",29,0.5847695,38,"[7.266692161560059, 19.50665855407715]","[2.414177656173706, 3.916097402572632]",5,"[11.51407527923584, 14.404366493225098]","[-5.16756010055542, 8.4754638671875]",-4.545856,-2.4833214,intuitive,False,-9.091712,-4.966643,intuitive,False,-9.085948,-4.838565,intuitive,False,0.3315928,19985,"[-0.9166586995124817, 6.087368488311768]","[3.0600974559783936, 2.131021022796631]",1538,"[1.9793002605438232, 8.197046279907227]","[1.1016725301742554, 1.7510021924972534]",-11.862823,-9.372254,intuitive,False,-23.725645,-18.744509,intuitive,False,-17.309055,-14.413097,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",30,0.6730425,33,"[7.448886394500732, 19.612516403198242]","[6.597813606262207, 4.772983074188232]",7,"[10.05065631866455, 15.497283935546875]","[-3.1805946826934814, 5.162230014801025]",-4.279947,-2.994828,intuitive,False,-8.559894,-5.989656,intuitive,False,-8.557694,-5.9559255,intuitive,False,0.51672274,14160,"[-0.44840723276138306, 6.204753875732422]","[3.8783884048461914, -0.5127052664756775]",1203,"[2.0619659423828125, 8.268508911132812]","[0.07948711514472961, 2.9610280990600586]",-11.219971,-8.819953,intuitive,False,-22.439941,-17.639906,intuitive,False,-16.142311,-13.631938,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",31,0.6567066,14,"[8.55224895477295, 19.641571044921875]","[4.693563938140869, 4.3587188720703125]",8,"[9.151535034179688, 15.861749649047852]","[7.284695625305176, 9.016571998596191]",-3.615001,-3.325838,intuitive,False,-7.230002,-6.651676,intuitive,False,-7.2292337,-6.6299477,intuitive,False,0.53271955,8842,"[0.12456347048282623, 5.766347885131836]","[-0.585233747959137, 2.8363308906555176]",1222,"[2.0199031829833984, 8.570384979248047]","[1.2628768682479858, 3.5045716762542725]",-10.916896,-8.543395,intuitive,False,-21.833792,-17.08679,intuitive,False,-15.459593,-13.564253,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",32,0.8431469,10,"[9.043190002441406, 19.907705307006836]","[3.907327175140381, 9.013590812683105]",7,"[10.099644660949707, 17.02503776550293]","[2.122307777404785, 17.6627254486084]",-3.2512097,-2.7259653,intuitive,False,-6.5024195,-5.4519305,intuitive,False,-6.502064,-5.4456096,intuitive,False,0.50871783,8631,"[0.04062007740139961, 6.128708362579346]","[-0.15469425916671753, 2.2074546813964844]",963,"[2.141815185546875, 9.002058982849121]","[-0.14015811681747437, 4.777612209320068]",-10.755331,-8.373247,intuitive,False,-21.510662,-16.746494,intuitive,False,-15.694675,-13.59348,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",33,0.7509455,8,"[9.438714981079102, 20.541580200195312]","[7.128686904907227, 1.4246633052825928]",7,"[10.158549308776855, 20.1761531829834]","[1.6506853103637695, 5.308120250701904]",-3.0275085,-2.667815,intuitive,False,-6.055017,-5.33563,intuitive,False,-6.0548406,-5.335006,intuitive,False,0.8971205,6984,"[0.012086792849004269, 6.28643274307251]","[2.9002835750579834, -0.8326675295829773]",896,"[2.038222551345825, 9.635403633117676]","[0.6177748441696167, 2.0243146419525146]",-10.307174,-7.7337847,intuitive,False,-20.614347,-15.467569,intuitive,False,-14.977692,-12.951556,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",34,0.9221824,6,"[10.336039543151855, 20.050823211669922]","[28.049522399902344, 6.678352355957031]",8,"[10.026517868041992, 20.507280349731445]","[-2.4419455528259277, 4.578586578369141]",-2.404095,-2.5589907,correct,True,-4.80819,-5.1179814,correct,True,-4.807979,-5.117501,correct,True,0.85992396,4368,"[0.4123035967350006, 5.895077228546143]","[0.11609778553247452, 0.7929819226264954]",829,"[2.0704243183135986, 9.736742973327637]","[0.9528806209564209, -0.08433105796575546]",-10.200552,-7.6041336,intuitive,False,-20.401104,-15.208267,intuitive,False,-14.630555,-12.972435,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",35,0.740588,1,"[15.829483985900879, 20.812524795532227]","[8.903020858764648, 4.01730489730835]",9,"[9.109972953796387, 20.803348541259766]","[5.012078285217285, 4.529476165771484]",-0.08615863,-3.4460301,correct,True,-0.17231727,-6.8920603,correct,True,-0.17221439,-6.8917255,correct,True,0.79906625,4315,"[0.41948774456977844, 5.9249067306518555]","[1.8141475915908813, 0.21337538957595825]",828,"[2.156970500946045, 9.363924980163574]","[6.530007839202881, 2.5072174072265625]",-10.25241,-7.9632783,intuitive,False,-20.50482,-15.926557,intuitive,False,-14.761661,-13.024178,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",36,0.498532,1,"[16.782033920288086, 20.766666412353516]","[17.372821807861328, 4.4002556800842285]",9,"[9.632394790649414, 20.893049240112305]","[1.884336233139038, 3.1191370487213135]",-0.05327911,-3.6281981,correct,True,-0.10655822,-7.2563963,correct,True,-0.10642483,-7.256064,correct,True,1.3316365,3183,"[0.6833569407463074, 5.756176471710205]","[4.494052886962891, 2.1147849559783936]",346,"[3.0831220149993896, 9.554276466369629]","[3.4818105697631836, 2.5001003742218018]",-9.846622,-7.1342125,intuitive,False,-19.693245,-14.268425,intuitive,False,-13.802839,-11.403074,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",37,0.1327365,1,"[19.297515869140625, 20.790754318237305]","[-1.9296256303787231, 4.902460098266602]",18,"[9.30611801147461, 20.455060958862305]","[7.606475353240967, 4.269948959350586]",-0.010571872,-5.006323,correct,True,-0.021143744,-10.012646,correct,True,-0.021031812,-10.012429,correct,True,1.3600236,1778,"[1.4308428764343262, 5.964963912963867]","[11.145227432250977, 0.8296048641204834]",254,"[3.5528738498687744, 9.666481018066406]","[3.1411993503570557, 4.295635223388672]",-9.308027,-7.0110326,intuitive,False,-18.616055,-14.022065,intuitive,False,-13.278996,-11.156965,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",38,1.2935274,1,"[16.930017471313477, 21.67439079284668]","[4.151193141937256, 9.489370346069336]",15,"[10.629088401794434, 20.642122268676758]","[7.553563594818115, 7.727669715881348]",-0.17477289,-3.3252168,correct,True,-0.34954578,-6.6504335,correct,True,-0.34937033,-6.6502995,correct,True,1.5305156,357,"[4.075150012969971, 5.69858455657959]","[5.292405128479004, 6.769688606262207]",349,"[4.094202995300293, 10.05307388305664]","[4.686730861663818, 3.7052998542785645]",-8.211063,-7.4366326,intuitive,False,-16.422127,-14.873265,intuitive,False,-11.034033,-11.014979,intuitive,False,The capital
capitals-recognition,35,state,Oregon,Salem,Portland,,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,intuitive_first,False,"The capital of Oregon is either Portland or Salem. In fact,","The capital of Oregon is either Portland or Salem. In fact, the capital of Oregon is",39,2.56083,1,"[16.276676177978516, 22.960805892944336]",,11,"[12.522175788879395, 21.73005485534668]",,-0.3603367,-2.2378676,correct,True,-0.7206734,-4.475735,correct,True,-0.7203976,-4.474898,correct,True,2.6219797,219,"[6.315633773803711, 8.436713218688965]",,282,"[6.02943754196167, 11.589287757873535]",,-6.9680634,-6.637763,intuitive,False,-13.936127,-13.275526,intuitive,False,-9.242308,-9.528504,correct,True,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,correct_first,True,"The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact,","The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact, the capital of Pennsylvania is",0,4.2092896,10680,"[0.05090918019413948, 6.620101451873779]","[1.0040441751480103, 5.376237392425537]",3824,[0.8933905959129333],[-0.10210636258125305],-8.47736,-10.779244,correct,True,-16.95472,-10.779244,intuitive,False,-11.621726,-10.779244,intuitive,False,8.823871,19203,"[-0.027468547224998474, 6.147912979125977]","[0.6786105632781982, 7.513264179229736]",7270,[1.387033224105835],[-0.03872207552194595],-8.845527,-10.50821,correct,True,-17.691053,-10.50821,intuitive,False,-11.922712,-10.50821,intuitive,False,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,correct_first,True,"The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact,","The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact, the capital of Pennsylvania is",1,8.642651,4802,"[0.5085737705230713, 6.8262457847595215]","[-0.8034231662750244, 5.315372943878174]",4484,[0.5585023760795593],[-1.7279902696609497],-7.6060753,-10.045897,correct,True,-15.212151,-10.045897,intuitive,False,-10.095825,-10.045897,intuitive,False,8.450949,11888,"[0.3775599002838135, 8.278633117675781]","[1.7385905981063843, 7.0991716384887695]",8108,[0.858467698097229],[2.7301735877990723],-7.4337063,-10.6841345,correct,True,-14.867413,-10.6841345,intuitive,False,-11.165043,-10.6841345,intuitive,False,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,correct_first,True,"The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact,","The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact, the capital of Pennsylvania is",2,9.3641405,9539,"[-0.07360774278640747, 7.646226406097412]","[-2.230753183364868, 2.1917974948883057]",14423,[-0.5168092250823975],[-0.1282730996608734],-7.2117147,-10.988662,correct,True,-14.4234295,-10.988662,intuitive,False,-10.54546,-10.988662,correct,True,8.443717,10487,"[1.1269207000732422, 9.847107887268066]","[0.09619464725255966, 1.977327823638916]",4842,[1.954853892326355],[0.9644044637680054],-6.5702376,-10.159409,correct,True,-13.140475,-10.159409,intuitive,False,-10.987342,-10.159409,intuitive,False,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,correct_first,True,"The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact,","The capital of Pennsylvania is either Harrisburg or Philadelphia. In fact, the capital of Pennsylvania is",3,9.395263,21578,"[-1.2536132335662842, 6.941225528717041]","[-1.8320797681808472, 2.4089913368225098]",12769,[-0.4353696405887604],[-1.739156723022461],-7.98843,-10.865633,correct,True,-15.97686,-10.865633,intuitive,False,-11.683876,-10.865633,intuitive,False,8.994111,13436,"[0.8583403825759888, 8.312240600585938]","[2.1451363563537598, 3.7528793811798096]",5575,[1.8991786241531372],[-0.6814098954200745],-7.353883,-10.191326,correct,True,-14.707766,-10.191326,intuitive,False,-11.232164,-10.191326,intuitive,False,The capital
